id,category,name,role,description_cs,path_native,path_2x,path_webp,width,height,has_alpha,alpha_bbox,source_board,source_rect,derived_from,state,semantic,text_baked,content_rect,nine_slice,production_status,notes
button.return.pressed,controls/buttons,button_return_pressed,button,"Čisté tlačítko return, stav pressed.",assets/native/controls/buttons/button_return_pressed.png,assets/2x/controls/buttons/button_return_pressed@2x.png,assets/webp/controls/buttons/button_return_pressed.webp,115,27,False,"[0, 0, 115, 27]",,,button.return.reference,pressed,return,False,"[7, 4, 101, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.return.reference,controls/buttons/reference,button_return_reference,button-reference,Referenční tlačítko return.,assets/native/controls/buttons/reference/button_return_reference.png,assets/2x/controls/buttons/reference/button_return_reference@2x.png,assets/webp/controls/buttons/reference/button_return_reference.webp,115,27,False,"[0, 0, 115, 27]",controls,"[563, 318, 678, 345]",,,,True,,,reference,
button.secondary.disabled,controls/buttons,button_secondary_disabled,button,"Čisté tlačítko secondary, stav disabled.",assets/native/controls/buttons/button_secondary_disabled.png,assets/2x/controls/buttons/button_secondary_disabled@2x.png,assets/webp/controls/buttons/button_secondary_disabled.webp,66,26,False,"[0, 0, 66, 26]",controls,"[273, 160, 339, 186]",,disabled,secondary,False,"[7, 4, 52, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.secondary.disabled.reference,controls/buttons/reference,button_secondary_disabled_reference,button-reference,"Referenční tlačítko secondary, disabled.",assets/native/controls/buttons/reference/button_secondary_disabled_reference.png,assets/2x/controls/buttons/reference/button_secondary_disabled_reference@2x.png,assets/webp/controls/buttons/reference/button_secondary_disabled_reference.webp,66,26,False,"[0, 0, 66, 26]",controls,"[273, 160, 339, 186]",,disabled,,True,,,reference,
button.secondary.hover,controls/buttons,button_secondary_hover,button,"Čisté tlačítko secondary, stav hover.",assets/native/controls/buttons/button_secondary_hover.png,assets/2x/controls/buttons/button_secondary_hover@2x.png,assets/webp/controls/buttons/button_secondary_hover.webp,65,26,False,"[0, 0, 65, 26]",controls,"[108, 160, 173, 186]",,hover,secondary,False,"[7, 4, 51, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.secondary.hover.reference,controls/buttons/reference,button_secondary_hover_reference,button-reference,"Referenční tlačítko secondary, hover.",assets/native/controls/buttons/reference/button_secondary_hover_reference.png,assets/2x/controls/buttons/reference/button_secondary_hover_reference@2x.png,assets/webp/controls/buttons/reference/button_secondary_hover_reference.webp,65,26,False,"[0, 0, 65, 26]",controls,"[108, 160, 173, 186]",,hover,,True,,,reference,
button.secondary.normal,controls/buttons,button_secondary_normal,button,"Čisté tlačítko secondary, stav normal.",assets/native/controls/buttons/button_secondary_normal.png,assets/2x/controls/buttons/button_secondary_normal@2x.png,assets/webp/controls/buttons/button_secondary_normal.webp,73,26,False,"[0, 0, 73, 26]",controls,"[18, 160, 91, 186]",,normal,secondary,False,"[7, 4, 59, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.secondary.normal.reference,controls/buttons/reference,button_secondary_normal_reference,button-reference,"Referenční tlačítko secondary, normal.",assets/native/controls/buttons/reference/button_secondary_normal_reference.png,assets/2x/controls/buttons/reference/button_secondary_normal_reference@2x.png,assets/webp/controls/buttons/reference/button_secondary_normal_reference.webp,73,26,False,"[0, 0, 73, 26]",controls,"[18, 160, 91, 186]",,normal,,True,,,reference,
button.secondary.pressed,controls/buttons,button_secondary_pressed,button,"Čisté tlačítko secondary, stav pressed.",assets/native/controls/buttons/button_secondary_pressed.png,assets/2x/controls/buttons/button_secondary_pressed@2x.png,assets/webp/controls/buttons/button_secondary_pressed.webp,65,26,False,"[0, 0, 65, 26]",controls,"[190, 160, 255, 186]",,pressed,secondary,False,"[7, 4, 51, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.secondary.pressed.reference,controls/buttons/reference,button_secondary_pressed_reference,button-reference,"Referenční tlačítko secondary, pressed.",assets/native/controls/buttons/reference/button_secondary_pressed_reference.png,assets/2x/controls/buttons/reference/button_secondary_pressed_reference@2x.png,assets/webp/controls/buttons/reference/button_secondary_pressed_reference.webp,65,26,False,"[0, 0, 65, 26]",controls,"[190, 160, 255, 186]",,pressed,,True,,,reference,
button.send.disabled,controls/buttons,button_send_disabled,button,"Čisté tlačítko send, stav disabled.",assets/native/controls/buttons/button_send_disabled.png,assets/2x/controls/buttons/button_send_disabled@2x.png,assets/webp/controls/buttons/button_send_disabled.webp,117,27,False,"[0, 0, 117, 27]",,,button.send.reference,disabled,send,False,"[7, 4, 103, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.send.hover,controls/buttons,button_send_hover,button,"Čisté tlačítko send, stav hover.",assets/native/controls/buttons/button_send_hover.png,assets/2x/controls/buttons/button_send_hover@2x.png,assets/webp/controls/buttons/button_send_hover.webp,117,27,False,"[0, 0, 117, 27]",,,button.send.reference,hover,send,False,"[7, 4, 103, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.send.normal,controls/buttons,button_send_normal,button,"Čisté tlačítko send, stav normal.",assets/native/controls/buttons/button_send_normal.png,assets/2x/controls/buttons/button_send_normal@2x.png,assets/webp/controls/buttons/button_send_normal.webp,117,27,False,"[0, 0, 117, 27]",,,button.send.reference,normal,send,False,"[7, 4, 103, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.send.pressed,controls/buttons,button_send_pressed,button,"Čisté tlačítko send, stav pressed.",assets/native/controls/buttons/button_send_pressed.png,assets/2x/controls/buttons/button_send_pressed@2x.png,assets/webp/controls/buttons/button_send_pressed.webp,117,27,False,"[0, 0, 117, 27]",,,button.send.reference,pressed,send,False,"[7, 4, 103, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.send.reference,controls/buttons/reference,button_send_reference,button-reference,Referenční tlačítko send.,assets/native/controls/buttons/reference/button_send_reference.png,assets/2x/controls/buttons/reference/button_send_reference@2x.png,assets/webp/controls/buttons/reference/button_send_reference.webp,117,27,False,"[0, 0, 117, 27]",controls,"[287, 318, 404, 345]",,,,True,,,reference,
button.system.disabled,controls/buttons,button_system_disabled,button,"Čisté tlačítko system, stav disabled.",assets/native/controls/buttons/button_system_disabled.png,assets/2x/controls/buttons/button_system_disabled@2x.png,assets/webp/controls/buttons/button_system_disabled.webp,119,26,False,"[0, 0, 119, 26]",,,button.system.reference,disabled,system,False,"[7, 4, 105, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.system.hover,controls/buttons,button_system_hover,button,"Čisté tlačítko system, stav hover.",assets/native/controls/buttons/button_system_hover.png,assets/2x/controls/buttons/button_system_hover@2x.png,assets/webp/controls/buttons/button_system_hover.webp,119,26,False,"[0, 0, 119, 26]",,,button.system.reference,hover,system,False,"[7, 4, 105, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.system.normal,controls/buttons,button_system_normal,button,"Čisté tlačítko system, stav normal.",assets/native/controls/buttons/button_system_normal.png,assets/2x/controls/buttons/button_system_normal@2x.png,assets/webp/controls/buttons/button_system_normal.webp,119,26,False,"[0, 0, 119, 26]",,,button.system.reference,normal,system,False,"[7, 4, 105, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.system.pressed,controls/buttons,button_system_pressed,button,"Čisté tlačítko system, stav pressed.",assets/native/controls/buttons/button_system_pressed.png,assets/2x/controls/buttons/button_system_pressed@2x.png,assets/webp/controls/buttons/button_system_pressed.webp,119,26,False,"[0, 0, 119, 26]",,,button.system.reference,pressed,system,False,"[7, 4, 105, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.system.reference,controls/buttons/reference,button_system_reference,button-reference,Referenční tlačítko system.,assets/native/controls/buttons/reference/button_system_reference.png,assets/2x/controls/buttons/reference/button_system_reference@2x.png,assets/webp/controls/buttons/reference/button_system_reference.webp,119,26,False,"[0, 0, 119, 26]",controls,"[286, 269, 405, 295]",,,,True,,,reference,
button.unlock.disabled,controls/buttons,button_unlock_disabled,button,"Čisté tlačítko unlock, stav disabled.",assets/native/controls/buttons/button_unlock_disabled.png,assets/2x/controls/buttons/button_unlock_disabled@2x.png,assets/webp/controls/buttons/button_unlock_disabled.webp,119,27,False,"[0, 0, 119, 27]",,,button.unlock.reference,disabled,unlock,False,"[7, 4, 105, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.unlock.hover,controls/buttons,button_unlock_hover,button,"Čisté tlačítko unlock, stav hover.",assets/native/controls/buttons/button_unlock_hover.png,assets/2x/controls/buttons/button_unlock_hover@2x.png,assets/webp/controls/buttons/button_unlock_hover.webp,119,27,False,"[0, 0, 119, 27]",,,button.unlock.reference,hover,unlock,False,"[7, 4, 105, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.unlock.normal,controls/buttons,button_unlock_normal,button,"Čisté tlačítko unlock, stav normal.",assets/native/controls/buttons/button_unlock_normal.png,assets/2x/controls/buttons/button_unlock_normal@2x.png,assets/webp/controls/buttons/button_unlock_normal.webp,119,27,False,"[0, 0, 119, 27]",,,button.unlock.reference,normal,unlock,False,"[7, 4, 105, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.unlock.pressed,controls/buttons,button_unlock_pressed,button,"Čisté tlačítko unlock, stav pressed.",assets/native/controls/buttons/button_unlock_pressed.png,assets/2x/controls/buttons/button_unlock_pressed@2x.png,assets/webp/controls/buttons/button_unlock_pressed.webp,119,27,False,"[0, 0, 119, 27]",,,button.unlock.reference,pressed,unlock,False,"[7, 4, 105, 19]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.unlock.reference,controls/buttons/reference,button_unlock_reference,button-reference,Referenční tlačítko unlock.,assets/native/controls/buttons/reference/button_unlock_reference.png,assets/2x/controls/buttons/reference/button_unlock_reference@2x.png,assets/webp/controls/buttons/reference/button_unlock_reference.webp,119,27,False,"[0, 0, 119, 27]",controls,"[813, 318, 932, 345]",,,,True,,,reference,
button.warning.disabled,controls/buttons,button_warning_disabled,button,"Čisté tlačítko warning, stav disabled.",assets/native/controls/buttons/button_warning_disabled.png,assets/2x/controls/buttons/button_warning_disabled@2x.png,assets/webp/controls/buttons/button_warning_disabled.webp,117,26,False,"[0, 0, 117, 26]",,,button.warning.reference,disabled,warning,False,"[7, 4, 103, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.warning.hover,controls/buttons,button_warning_hover,button,"Čisté tlačítko warning, stav hover.",assets/native/controls/buttons/button_warning_hover.png,assets/2x/controls/buttons/button_warning_hover@2x.png,assets/webp/controls/buttons/button_warning_hover.webp,117,26,False,"[0, 0, 117, 26]",,,button.warning.reference,hover,warning,False,"[7, 4, 103, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.warning.normal,controls/buttons,button_warning_normal,button,"Čisté tlačítko warning, stav normal.",assets/native/controls/buttons/button_warning_normal.png,assets/2x/controls/buttons/button_warning_normal@2x.png,assets/webp/controls/buttons/button_warning_normal.webp,117,26,False,"[0, 0, 117, 26]",,,button.warning.reference,normal,warning,False,"[7, 4, 103, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.warning.pressed,controls/buttons,button_warning_pressed,button,"Čisté tlačítko warning, stav pressed.",assets/native/controls/buttons/button_warning_pressed.png,assets/2x/controls/buttons/button_warning_pressed@2x.png,assets/webp/controls/buttons/button_warning_pressed.webp,117,26,False,"[0, 0, 117, 26]",,,button.warning.reference,pressed,warning,False,"[7, 4, 103, 18]","{""left"": 6, ""top"": 5, ""right"": 6, ""bottom"": 5}",production,
button.warning.reference,controls/buttons/reference,button_warning_reference,button-reference,Referenční tlačítko warning.,assets/native/controls/buttons/reference/button_warning_reference.png,assets/2x/controls/buttons/reference/button_warning_reference@2x.png,assets/webp/controls/buttons/reference/button_warning_reference.webp,117,26,False,"[0, 0, 117, 26]",controls,"[147, 269, 264, 295]",,,,True,,,reference,
check.checkbox.disabled,controls/checkboxs,checkbox_disabled,checkbox,checkbox stav disabled.,assets/native/controls/checkboxs/checkbox_disabled.png,assets/2x/controls/checkboxs/checkbox_disabled@2x.png,assets/webp/controls/checkboxs/checkbox_disabled.webp,20,21,True,"[0, 0, 20, 21]",controls,"[1235, 114, 1262, 142]",,disabled,,False,,,production,
check.checkbox.mixed,controls/checkboxs,checkbox_mixed,checkbox,checkbox stav mixed.,assets/native/controls/checkboxs/checkbox_mixed.png,assets/2x/controls/checkboxs/checkbox_mixed@2x.png,assets/webp/controls/checkboxs/checkbox_mixed.webp,21,23,True,"[0, 0, 21, 23]",controls,"[1173, 113, 1203, 143]",,mixed,,False,,,production,
check.checkbox.off,controls/checkboxs,checkbox_off,checkbox,checkbox stav off.,assets/native/controls/checkboxs/checkbox_off.png,assets/2x/controls/checkboxs/checkbox_off@2x.png,assets/webp/controls/checkboxs/checkbox_off.webp,21,22,True,"[0, 0, 21, 22]",controls,"[1058, 114, 1085, 142]",,off,,False,,,production,
check.checkbox.on,controls/checkboxs,checkbox_on,checkbox,checkbox stav on.,assets/native/controls/checkboxs/checkbox_on.png,assets/2x/controls/checkboxs/checkbox_on@2x.png,assets/webp/controls/checkboxs/checkbox_on.webp,21,21,True,"[0, 0, 21, 21]",controls,"[1117, 114, 1144, 142]",,on,,False,,,production,
check.radio.disabled,controls/radios,radio_disabled,radio,radio stav disabled.,assets/native/controls/radios/radio_disabled.png,assets/2x/controls/radios/radio_disabled@2x.png,assets/webp/controls/radios/radio_disabled.webp,18,19,True,"[0, 0, 18, 19]",controls,"[1192, 194, 1220, 224]",,disabled,,False,,,production,
check.radio.off,controls/radios,radio_off,radio,radio stav off.,assets/native/controls/radios/radio_off.png,assets/2x/controls/radios/radio_off@2x.png,assets/webp/controls/radios/radio_off.webp,18,18,True,"[0, 0, 18, 18]",controls,"[1058, 194, 1085, 223]",,off,,False,,,production,
check.radio.on,controls/radios,radio_on,radio,radio stav on.,assets/native/controls/radios/radio_on.png,assets/2x/controls/radios/radio_on@2x.png,assets/webp/controls/radios/radio_on.webp,19,20,True,"[0, 0, 19, 20]",controls,"[1120, 194, 1148, 223]",,on,,False,,,production,
check.toggle.alert,controls/toggles,toggle_alert,toggle,toggle stav alert.,assets/native/controls/toggles/toggle_alert.png,assets/2x/controls/toggles/toggle_alert@2x.png,assets/webp/controls/toggles/toggle_alert.webp,46,22,True,"[0, 0, 46, 22]",controls,"[1194, 280, 1247, 311]",,alert,,False,,,production,
check.toggle.off,controls/toggles,toggle_off,toggle,toggle stav off.,assets/native/controls/toggles/toggle_off.png,assets/2x/controls/toggles/toggle_off@2x.png,assets/webp/controls/toggles/toggle_off.webp,40,19,True,"[0, 0, 40, 19]",controls,"[1052, 282, 1103, 310]",,off,,False,,,production,
check.toggle.on,controls/toggles,toggle_on,toggle,toggle stav on.,assets/native/controls/toggles/toggle_on.png,assets/2x/controls/toggles/toggle_on@2x.png,assets/webp/controls/toggles/toggle_on.webp,45,19,True,"[0, 0, 45, 19]",controls,"[1120, 282, 1176, 311]",,on,,False,,,production,
control.window.close.disabled,controls/window,close_disabled,window-control,"Okenní ovládací prvek close, stav disabled.",assets/native/controls/window/close_disabled.png,assets/2x/controls/window/close_disabled@2x.png,assets/webp/controls/window/close_disabled.webp,34,34,False,"[0, 0, 34, 34]",windows,"[724, 487, 758, 521]",,disabled,close,False,,,production,
control.window.close.hover,controls/window,close_hover,window-control,"Okenní ovládací prvek close, stav hover.",assets/native/controls/window/close_hover.png,assets/2x/controls/window/close_hover@2x.png,assets/webp/controls/window/close_hover.webp,34,34,False,"[0, 0, 34, 34]",windows,"[724, 403, 758, 437]",,hover,close,False,,,production,
control.window.close.normal,controls/window,close_normal,window-control,"Okenní ovládací prvek close, stav normal.",assets/native/controls/window/close_normal.png,assets/2x/controls/window/close_normal@2x.png,assets/webp/controls/window/close_normal.webp,34,36,False,"[0, 0, 34, 36]",windows,"[724, 361, 758, 397]",,normal,close,False,,,production,
control.window.close.pressed,controls/window,close_pressed,window-control,"Okenní ovládací prvek close, stav pressed.",assets/native/controls/window/close_pressed.png,assets/2x/controls/window/close_pressed@2x.png,assets/webp/controls/window/close_pressed.webp,34,36,False,"[0, 0, 34, 36]",windows,"[724, 444, 758, 480]",,pressed,close,False,,,production,
control.window.help.disabled,controls/window,help_disabled,window-control,"Okenní ovládací prvek help, stav disabled.",assets/native/controls/window/help_disabled.png,assets/2x/controls/window/help_disabled@2x.png,assets/webp/controls/window/help_disabled.webp,35,34,False,"[0, 0, 35, 34]",windows,"[1439, 487, 1474, 521]",,disabled,help,False,,,production,
control.window.help.hover,controls/window,help_hover,window-control,"Okenní ovládací prvek help, stav hover.",assets/native/controls/window/help_hover.png,assets/2x/controls/window/help_hover@2x.png,assets/webp/controls/window/help_hover.webp,35,34,False,"[0, 0, 35, 34]",windows,"[1439, 403, 1474, 437]",,hover,help,False,,,production,
control.window.help.normal,controls/window,help_normal,window-control,"Okenní ovládací prvek help, stav normal.",assets/native/controls/window/help_normal.png,assets/2x/controls/window/help_normal@2x.png,assets/webp/controls/window/help_normal.webp,35,36,False,"[0, 0, 35, 36]",windows,"[1439, 361, 1474, 397]",,normal,help,False,,,production,
control.window.help.pressed,controls/window,help_pressed,window-control,"Okenní ovládací prvek help, stav pressed.",assets/native/controls/window/help_pressed.png,assets/2x/controls/window/help_pressed@2x.png,assets/webp/controls/window/help_pressed.webp,35,36,False,"[0, 0, 35, 36]",windows,"[1439, 444, 1474, 480]",,pressed,help,False,,,production,
control.window.maximize.disabled,controls/window,maximize_disabled,window-control,"Okenní ovládací prvek maximize, stav disabled.",assets/native/controls/window/maximize_disabled.png,assets/2x/controls/window/maximize_disabled@2x.png,assets/webp/controls/window/maximize_disabled.webp,34,34,False,"[0, 0, 34, 34]",windows,"[1032, 487, 1066, 521]",,disabled,maximize,False,,,production,
control.window.maximize.hover,controls/window,maximize_hover,window-control,"Okenní ovládací prvek maximize, stav hover.",assets/native/controls/window/maximize_hover.png,assets/2x/controls/window/maximize_hover@2x.png,assets/webp/controls/window/maximize_hover.webp,34,34,False,"[0, 0, 34, 34]",windows,"[1032, 403, 1066, 437]",,hover,maximize,False,,,production,
control.window.maximize.normal,controls/window,maximize_normal,window-control,"Okenní ovládací prvek maximize, stav normal.",assets/native/controls/window/maximize_normal.png,assets/2x/controls/window/maximize_normal@2x.png,assets/webp/controls/window/maximize_normal.webp,34,36,False,"[0, 0, 34, 36]",windows,"[1032, 361, 1066, 397]",,normal,maximize,False,,,production,
control.window.maximize.pressed,controls/window,maximize_pressed,window-control,"Okenní ovládací prvek maximize, stav pressed.",assets/native/controls/window/maximize_pressed.png,assets/2x/controls/window/maximize_pressed@2x.png,assets/webp/controls/window/maximize_pressed.webp,34,36,False,"[0, 0, 34, 36]",windows,"[1032, 444, 1066, 480]",,pressed,maximize,False,,,production,
control.window.menu.disabled,controls/window,menu_disabled,window-control,"Okenní ovládací prvek menu, stav disabled.",assets/native/controls/window/menu_disabled.png,assets/2x/controls/window/menu_disabled@2x.png,assets/webp/controls/window/menu_disabled.webp,35,34,False,"[0, 0, 35, 34]",windows,"[1543, 487, 1578, 521]",,disabled,menu,False,,,production,
control.window.menu.hover,controls/window,menu_hover,window-control,"Okenní ovládací prvek menu, stav hover.",assets/native/controls/window/menu_hover.png,assets/2x/controls/window/menu_hover@2x.png,assets/webp/controls/window/menu_hover.webp,35,34,False,"[0, 0, 35, 34]",windows,"[1543, 403, 1578, 437]",,hover,menu,False,,,production,
control.window.menu.normal,controls/window,menu_normal,window-control,"Okenní ovládací prvek menu, stav normal.",assets/native/controls/window/menu_normal.png,assets/2x/controls/window/menu_normal@2x.png,assets/webp/controls/window/menu_normal.webp,35,36,False,"[0, 0, 35, 36]",windows,"[1543, 361, 1578, 397]",,normal,menu,False,,,production,
control.window.menu.pressed,controls/window,menu_pressed,window-control,"Okenní ovládací prvek menu, stav pressed.",assets/native/controls/window/menu_pressed.png,assets/2x/controls/window/menu_pressed@2x.png,assets/webp/controls/window/menu_pressed.webp,35,36,False,"[0, 0, 35, 36]",windows,"[1543, 444, 1578, 480]",,pressed,menu,False,,,production,
control.window.minimize.disabled,controls/window,minimize_disabled,window-control,"Okenní ovládací prvek minimize, stav disabled.",assets/native/controls/window/minimize_disabled.png,assets/2x/controls/window/minimize_disabled@2x.png,assets/webp/controls/window/minimize_disabled.webp,35,34,False,"[0, 0, 35, 34]",windows,"[867, 487, 902, 521]",,disabled,minimize,False,,,production,
control.window.minimize.hover,controls/window,minimize_hover,window-control,"Okenní ovládací prvek minimize, stav hover.",assets/native/controls/window/minimize_hover.png,assets/2x/controls/window/minimize_hover@2x.png,assets/webp/controls/window/minimize_hover.webp,35,34,False,"[0, 0, 35, 34]",windows,"[867, 403, 902, 437]",,hover,minimize,False,,,production,
control.window.minimize.normal,controls/window,minimize_normal,window-control,"Okenní ovládací prvek minimize, stav normal.",assets/native/controls/window/minimize_normal.png,assets/2x/controls/window/minimize_normal@2x.png,assets/webp/controls/window/minimize_normal.webp,35,36,False,"[0, 0, 35, 36]",windows,"[867, 361, 902, 397]",,normal,minimize,False,,,production,
control.window.minimize.pressed,controls/window,minimize_pressed,window-control,"Okenní ovládací prvek minimize, stav pressed.",assets/native/controls/window/minimize_pressed.png,assets/2x/controls/window/minimize_pressed@2x.png,assets/webp/controls/window/minimize_pressed.webp,35,36,False,"[0, 0, 35, 36]",windows,"[867, 444, 902, 480]",,pressed,minimize,False,,,production,
control.window.pin.disabled,controls/window,pin_disabled,window-control,"Okenní ovládací prvek pin, stav disabled.",assets/native/controls/window/pin_disabled.png,assets/2x/controls/window/pin_disabled@2x.png,assets/webp/controls/window/pin_disabled.webp,34,34,False,"[0, 0, 34, 34]",windows,"[1290, 487, 1324, 521]",,disabled,pin,False,,,production,
control.window.pin.hover,controls/window,pin_hover,window-control,"Okenní ovládací prvek pin, stav hover.",assets/native/controls/window/pin_hover.png,assets/2x/controls/window/pin_hover@2x.png,assets/webp/controls/window/pin_hover.webp,34,34,False,"[0, 0, 34, 34]",windows,"[1290, 403, 1324, 437]",,hover,pin,False,,,production,
control.window.pin.normal,controls/window,pin_normal,window-control,"Okenní ovládací prvek pin, stav normal.",assets/native/controls/window/pin_normal.png,assets/2x/controls/window/pin_normal@2x.png,assets/webp/controls/window/pin_normal.webp,34,36,False,"[0, 0, 34, 36]",windows,"[1290, 361, 1324, 397]",,normal,pin,False,,,production,
control.window.pin.pressed,controls/window,pin_pressed,window-control,"Okenní ovládací prvek pin, stav pressed.",assets/native/controls/window/pin_pressed.png,assets/2x/controls/window/pin_pressed@2x.png,assets/webp/controls/window/pin_pressed.webp,34,36,False,"[0, 0, 34, 36]",windows,"[1290, 444, 1324, 480]",,pressed,pin,False,,,production,
control.window.restore.disabled,controls/window,restore_disabled,window-control,"Okenní ovládací prvek restore, stav disabled.",assets/native/controls/window/restore_disabled.png,assets/2x/controls/window/restore_disabled@2x.png,assets/webp/controls/window/restore_disabled.webp,35,34,False,"[0, 0, 35, 34]",windows,"[1189, 487, 1224, 521]",,disabled,restore,False,,,production,
control.window.restore.hover,controls/window,restore_hover,window-control,"Okenní ovládací prvek restore, stav hover.",assets/native/controls/window/restore_hover.png,assets/2x/controls/window/restore_hover@2x.png,assets/webp/controls/window/restore_hover.webp,35,34,False,"[0, 0, 35, 34]",windows,"[1189, 403, 1224, 437]",,hover,restore,False,,,production,
control.window.restore.normal,controls/window,restore_normal,window-control,"Okenní ovládací prvek restore, stav normal.",assets/native/controls/window/restore_normal.png,assets/2x/controls/window/restore_normal@2x.png,assets/webp/controls/window/restore_normal.webp,35,36,False,"[0, 0, 35, 36]",windows,"[1189, 361, 1224, 397]",,normal,restore,False,,,production,
control.window.restore.pressed,controls/window,restore_pressed,window-control,"Okenní ovládací prvek restore, stav pressed.",assets/native/controls/window/restore_pressed.png,assets/2x/controls/window/restore_pressed@2x.png,assets/webp/controls/window/restore_pressed.webp,35,36,False,"[0, 0, 35, 36]",windows,"[1189, 444, 1224, 480]",,pressed,restore,False,,,production,
digit.flip.0,digits/flip,digit_0,flip-digit,Mechanická číslice 0.,assets/native/digits/flip/digit_0.png,assets/2x/digits/flip/digit_0@2x.png,assets/webp/digits/flip/digit_0.webp,27,31,False,"[0, 0, 27, 31]",controls,"[18, 472, 45, 503]",,,number,True,,,production,
digit.flip.1,digits/flip,digit_1,flip-digit,Mechanická číslice 1.,assets/native/digits/flip/digit_1.png,assets/2x/digits/flip/digit_1@2x.png,assets/webp/digits/flip/digit_1.webp,27,31,False,"[0, 0, 27, 31]",controls,"[53, 472, 80, 503]",,,number,True,,,production,
digit.flip.2,digits/flip,digit_2,flip-digit,Mechanická číslice 2.,assets/native/digits/flip/digit_2.png,assets/2x/digits/flip/digit_2@2x.png,assets/webp/digits/flip/digit_2.webp,27,31,False,"[0, 0, 27, 31]",controls,"[88, 472, 115, 503]",,,number,True,,,production,
digit.flip.3,digits/flip,digit_3,flip-digit,Mechanická číslice 3.,assets/native/digits/flip/digit_3.png,assets/2x/digits/flip/digit_3@2x.png,assets/webp/digits/flip/digit_3.webp,27,31,False,"[0, 0, 27, 31]",controls,"[123, 472, 150, 503]",,,number,True,,,production,
digit.flip.4,digits/flip,digit_4,flip-digit,Mechanická číslice 4.,assets/native/digits/flip/digit_4.png,assets/2x/digits/flip/digit_4@2x.png,assets/webp/digits/flip/digit_4.webp,27,31,False,"[0, 0, 27, 31]",controls,"[158, 472, 185, 503]",,,number,True,,,production,
digit.flip.5,digits/flip,digit_5,flip-digit,Mechanická číslice 5.,assets/native/digits/flip/digit_5.png,assets/2x/digits/flip/digit_5@2x.png,assets/webp/digits/flip/digit_5.webp,27,31,False,"[0, 0, 27, 31]",controls,"[193, 472, 220, 503]",,,number,True,,,production,
digit.flip.6,digits/flip,digit_6,flip-digit,Mechanická číslice 6.,assets/native/digits/flip/digit_6.png,assets/2x/digits/flip/digit_6@2x.png,assets/webp/digits/flip/digit_6.webp,27,31,False,"[0, 0, 27, 31]",controls,"[228, 472, 255, 503]",,,number,True,,,production,
digit.flip.7,digits/flip,digit_7,flip-digit,Mechanická číslice 7.,assets/native/digits/flip/digit_7.png,assets/2x/digits/flip/digit_7@2x.png,assets/webp/digits/flip/digit_7.webp,27,31,False,"[0, 0, 27, 31]",controls,"[263, 472, 290, 503]",,,number,True,,,production,
digit.flip.8,digits/flip,digit_8,flip-digit,Mechanická číslice 8.,assets/native/digits/flip/digit_8.png,assets/2x/digits/flip/digit_8@2x.png,assets/webp/digits/flip/digit_8.webp,27,31,False,"[0, 0, 27, 31]",controls,"[298, 472, 325, 503]",,,number,True,,,production,
digit.flip.9,digits/flip,digit_9,flip-digit,Mechanická číslice 9.,assets/native/digits/flip/digit_9.png,assets/2x/digits/flip/digit_9@2x.png,assets/webp/digits/flip/digit_9.webp,27,31,False,"[0, 0, 27, 31]",controls,"[333, 472, 360, 503]",,,number,True,,,production,
digit.separator.colon,digits/separators,digit_separator_colon,digit-separator,Číselný separátor colon.,assets/native/digits/separators/digit_separator_colon.png,assets/2x/digits/separators/digit_separator_colon@2x.png,assets/webp/digits/separators/digit_separator_colon.webp,27,31,False,"[0, 0, 27, 31]",,,digit.flip.0,,,False,,,production,
